[   0.00s -    9.52s] Question 71-73 refer to the following excerpt from a meeting.
[  10.74s -   13.24s] Okay, let's get the monthly staff meeting started.
[  13.80s -   19.32s] First off, this Saturday is the annual holiday parade, and as many of you know, the parade
[  19.34s -   20.78s] goes right down our street.
[  21.38s -   23.60s] It's always one of our busiest days.
[  23.98s -   27.98s] Lots of people will stop by for lunch, and the line can get quite long.
[  28.76s -   33.22s] So we'll need a few extra cooks and servers, and everyone who works that day will get
[  33.28s -   34.20s] overtime pay.
[  34.80s -   37.26s] Let me know soon if you're able to work on Saturday.
[  37.92s -   41.58s] Oh, and I strongly recommend taking the bus or train if you can.
[  42.22s -   46.40s] Remember that it will be very difficult to park on Saturday during the event.
[  47.50s -   52.36s] Question 74-76 refer to the following telephone message.
[  53.64s -   54.28s] Hi, Jeannie.
[  54.76s -   59.26s] I really like the suggestion you gave at yesterday's staff meeting for promoting our electronic
[  59.36s -   59.74s] store.
[  60.32s -   65.98s] I think holding a photography contest is a great idea, especially since we mainly sell cameras
[  66.00s -   67.04s] and camera equipment.
[  67.58s -   72.28s] There are several things we'd have to do to prepare for it though, like decide on a submission
[  72.34s -   75.38s] deadline and outline the basic rules for the contest.
[  76.06s -   79.28s] We could even consider offering a prize for the first place winner.
[  79.76s -   81.92s] Let's meet sometime this week to get started.
[  82.48s -   86.30s] I'll take a look at our schedules this morning and book a time for us to get together.
[  87.62s -   91.98s] Question 77-79 refer to the following announcement.
[  93.22s -   94.24s] Okay, everyone.
[  94.82s -   99.72s] Before you head out to the factory floor this morning to start your shifts, I have a brief
[  99.80s -  100.36s] announcement.
[ 100.86s -  105.94s] As most of you know, the new conveyor belt is now installed and up and running.
[ 488.26s -  491.54s] I hope you've enjoyed today's tour of Rosedale so far.
[ 492.18s -  494.06s] City Hall is one of my favourite stops.
[ 494.66s -  499.10s] You may not have heard me say it, but our City Hall is notable as the biggest government
[ 499.14s -  500.14s] building in the nation.
[ 501.08s -  503.46s] In a few minutes, we'll arrive at Carpton Market.
[ 504.08s -  506.54s] It has some of the city's best local food.
[ 507.10s -  511.64s] You'll have time to explore the market on your own, but the bus leaves at 3pm.
[ 512.34s -  516.32s] I'll be walking around too, so join me if you'd like to hear more about the market.
[ 517.94s -  522.30s] Questions 80-82 refer to the following excerpt from a meeting.
[ 523.40s -  528.46s] Recently we conducted a market survey about our new phone application called MiniMarket.
[ 529.00s -  534.30s] Well, we found that people of all ages like the idea of using their mobile phones to order groceries.
[ 535.00s -  538.24s] However, there has been one consistent complaint about the app.
[ 538.74s -  543.42s] According to users, the process for ordering groceries with this app is too complicated.
[ 544.20s -  547.34s] So we invited Lupe Gonzalez here to present some ideas.
[ 547.92s -  551.52s] She's a technology consultant who has designed similar apps before.
[ 552.46s -  557.12s] Questions 83-85 refer to the following announcement.
[ 558.46s -  561.98s] Before you start this evening shift, I'd like to make a quick announcement.
[ 562.88s -  567.28s] As you know, we've had a very successful two months since our restaurant opened.
[ 567.94s -  571.26s] But of course, that means you've all been working some very long days
[ 571.42s -  573.36s] and saving many customers at once.
[ 574.00s -  577.68s] Now, we'd originally planned to have only six waiters on our staff,
[ 578.18s -  580.36s] but our business is increasing.
[ 580.90s -  582.96s] We'll be working to remedy the situation.
[ 583.66s -  586.16s] In the meantime, to thank you for your hard work,
[ 586.50s -  590.74s] we've arranged to get you all some complimentary tickets to the upcoming music festival.
[ 591.42s -  592.46s] Enjoy the event.
[ 594.12s -  598.88s] Questions 86-88 refer to the following excerpt from a meeting.
[ 600.14s -  604.88s] As you all know, when sales at Henry's home furnishings dropped again last year,
[ 605.22s -  608.90s] the executive board decided it was time to reevaluate our brand.
[ 609.64s -  613.20s] Our research revealed that we were missing out on a large market,
[ 613.74s -  618.12s] young adults, who saw our products, especially our living room furniture,
[ 618.56s -  621.06s] as out of date and unimaginative.
[ 621.78s -  626.42s] So we're now launching an updated product line based on the latest trends,
[ 626.86s -  628.52s] called Urban Henry.
[ 629.18s -  633.04s] Some of the furniture will even feature wireless charging for mobile devices.
[ 633.80s -  636.12s] Now, before the official launch in May,
[ 636.46s -  640.34s] I'd like you our public relations team to prepare a press release
[ 640.48s -  642.70s] to send to the usual business news outlets.
[ 644.34s -  648.78s] Questions 89-91 refer to the following telephone message.
[ 650.08s -  653.90s] Hello, this is Tom Pollard from Human Resources Calling for Wilma.
[ 654.22s -  657.46s] We are so happy you'll be joining our team at Morristown Engineering.
[ 658.28s -  660.88s] Could you come in next Monday morning for your orientation?
[ 661.58s -  665.32s] After, you'll be able to meet some co-workers and have a tour of the facility.
[ 666.00s -  669.48s] Just to warn you, getting to our office is a little tricky right now.
[ 670.02s -  673.04s] The street we're on is closed to traffic because of construction.
[ 673.30s -  676.56s] I recommend parking a couple of blocks away and walking.
[ 677.14s -  680.42s] Also, I'd like to invite you to join me for lunch the day you come.
[ 680.80s -  683.08s] That way you can ask any questions you might have.
[ 683.68s -  685.56s] Anyway, give me a call back to confirm.
[ 686.92s -  691.62s] Questions 92-94 refer to the following excerpt from a meeting.
[ 692.92s -  694.24s] Good afternoon, everyone.
[ 694.42s -  699.08s] I want to compliment you all for your excellent work on the Peterson ad campaign.
[ 699.80s -  704.40s] Their company has already seen a jump in sales from the advertisements we created.
[ 705.18s -  710.18s] Next on the agenda, I want to let you know about a great professional development opportunity.
[ 710.94s -  715.52s] We've decided to start offering reimbursement, covering tuition and other fees,
[ 715.84s -  719.34s] for all employees who take classes at the local business school.
[ 719.84s -  722.42s] And there are lots of great options to choose from.
[ 723.12s -  726.68s] There's an interesting evening course called Creative Advertising,
[ 727.38s -  729.58s] and it has earned many awards.
[ 729.82s -  732.22s] If you have any questions, let me know.
[ 733.40s -  739.04s] Questions 95-97 refer to the following telephone message and schedule.
[ 740.30s -  743.42s] Hello, I'm calling because I can't find my sunglasses.
[ 743.94s -  747.64s] I think I may have left them in one of your theories yesterday.
[ 748.38s -  750.34s] The sunglasses should be in a blue case.
[ 750.82s -  752.60s] The case could have fallen under the seat.
[ 753.26s -  759.10s] Anyway, I was at the 430 showing of long distance run and was sitting toward the back of the theater with some friends.
[ 759.88s -  762.98s] If the sunglasses are there, could you call me back to let me know?
[ 763.44s -  764.74s] You can call me at any time.
[ 765.20s -  768.56s] My numbers 555-0129.
[ 769.02s -  769.40s] Thanks.
[ 771.02s -  775.82s] Questions 98-100 refer to the following instructions and map.
[ 777.04s -  777.60s] Good morning.
[ 778.22s -  781.56s] We're happy you've joined our team at BG Gardening Service.
[ 782.32s -  785.64s] I'd like to tell you about some of the landscaping you'll be responsible for.
[ 786.18s -  790.56s] Our Gardening Company maintains the outdoor areas at the Delville shopping complex,
[ 791.10s -  793.22s] and you'll be doing your first job over there today.
[ 793.88s -  795.78s] Look at this map of the shopping complex.
[ 796.50s -  801.12s] In the lower left, where Elm Road and Main Street meet, there's a small building.
[ 801.96s -  804.72s] You'll be responsible for the gardens around that building.
[ 805.42s -  806.90s] I'll explain more at the site.
[ 807.50s -  810.28s] Let's head over there now so I can show you in person.
[ 811.56s -  816.58s] Question 71-73 refer to the following excerpt from a meeting.
[ 817.88s -  822.48s] The next item on our agenda is the upcoming visit to our company by colleagues from our
[ 822.48s -  824.25s] branch office in Germany.
[ 824.25s -  827.94s] They're coming to get trained on the new software we recently purchased.
[ 827.94s -  832.18s] They'll be participating in this training with all of our staff here.
[ 832.68s -  836.06s] While they're here, they're also interested in touring the city.
[ 836.64s -  838.90s] We're looking for volunteers to show them around.
[ 839.60s -  844.68s] If you're interested in helping with this, please send me an email after today's meeting.
[ 845.24s -  848.88s] Be sure to include your availability so that we can schedule the tours.
[ 850.34s -  854.78s] Question 74-76 refer to the following announcement.
[ 856.10s -  858.58s] Ladies and gentlemen, may I please have your attention?
[ 859.30s -  863.04s] This is an announcement for passengers of Flight 710 to Tokyo.
[ 863.80s -  868.96s] Your aircraft will now be departing from Gate A2 rather than from Gate A7.
[ 869.88s -  873.18s] We apologize for the inconvenience of this last minute change.
[ 873.26s -  879.08s] When we start boarding, please have your photo identification card out and ready to be checked.
[ 879.44s -  879.88s] Thank you.
[ 881.14s -  885.68s] Question 77-79 refer to the following news report.
[ 887.00s -  889.22s] And now for the hourly traffic report.
[ 890.04s -  896.16s] Highway 95 is currently experiencing heavy traffic because of the concert that's taking
[ 896.30s -  898.46s] place at the convention center this evening.
[ 899.20s -  904.62s] To find alternate routes, we recommend taking a look at the interactive map on our website.
[ 905.38s -  910.68s] Also, remember that construction will begin in the downtown area early next week.
[ 911.36s -  914.34s] And sections of Market Street will likely be closed.
[ 915.20s -  919.18s] We'll be sure to let you know as soon as the construction project is complete.
[ 920.00s -  922.08s] Thanks for listening and enjoy your drive.
[ 923.46s -  927.36s] Questions 80-82 refer to the following tour information.
[ 928.70s -  931.51s] Welcome aboard and thanks again for joining our lake tour.
[ 931.51s -  933.86s] It's going to be a beautiful day on the water.
[ 934.48s -  938.62s] On this trip, you'll learn about the people who lived on Harman Island many years ago,
[ 938.94s -  940.70s] and you'll view their historic homes.
[ 941.42s -  945.40s] Seeing these structures will give you an idea of how different life was back then.
[ 946.08s -  947.86s] Now, I'm sure you all brought your cameras.
[ 948.42s -  953.34s] The first time we pass by the island will be facing the sun so you won't have any lock-taking photos.
[ 953.98s -  957.88s] That's okay though, we'll be coming back the opposite way on the return trip.
[ 958.52s -  960.00s] All right, let's get going.
[ 961.34s -  966.10s] Questions 83-85 refer to the following excerpt from a meeting.
[ 967.38s -  970.98s] To start our meeting off, I'd like to share some good news with you all.
[ 971.60s -  974.86s] We just renewed our contract with Springfield Publishing.
[ 975.50s -  979.20s] We'll continue printing all the books they published for the next two years.
[ 979.80s -  981.38s] I know we're all happy to hear that.
[ 982.02s -  986.33s] Moving on, several of you have complained that some of the blades in the cutting machines
[ 986.33s -  989.94s] are becoming dull and it's taking longer to cut through thicker books.
[ 990.72s -  993.84s] I just want you to know I've already called the manufacturer.
[ 994.68s -  997.86s] And now, James will introduce the next item on the agenda.
[ 999.00s - 1003.32s] Questions 86-88 refer to the following telephone message.
[1004.74s - 1008.72s] Hi, Sunguk. Sorry to call so late in the day but I need your help.
[1009.38s - 1013.76s] Muhammad just called to tell me that a big agricultural producer in Brazil
[1014.14s - 1016.92s] is interested in learning more about our farm equipment.
[1017.66s - 1020.88s] They're looking to buy some of our tractors and harvesting machines.
[1021.76s - 1027.14s] Anyway, they're sending a representative here next Friday and I'll be leading that meeting.
[1027.80s - 1031.58s] But the thing is, they told us the rep doesn't speak much English
[1031.98s - 1033.70s] and I don't speak any Portuguese.
[1034.70s - 1036.84s] So we'll need someone who can interpret.
[1037.56s - 1040.84s] Can you look into hiring someone who can help us with that for the day?
[1042.42s - 1046.62s] Questions 89-91 refer to the following introduction.
[1048.00s - 1052.28s] Good afternoon. We're so glad to see such a large turnout at this year's Corporate
[1052.28s - 1057.30s] Leadership Conference. I'd like to take this opportunity to introduce our keynote speaker,
[1057.50s - 1062.99s] Professor Rosa Jimenez. Dr. Jimenez will be presenting her research on the relationship
[1062.99s - 1068.88s] between personality traits and career success. Since all of you have leadership roles in your
[1068.88s - 1074.73s] organizations, I think you'll find this information very useful. Before I hand the microphone over
[1074.73s - 1080.13s] to Dr. Jimenez, I'd like to encourage you to visit our website to pre-register for next year's
[1080.13s - 1085.36s] leadership conference. If you do so before the end of the month, you'll receive a discounted
[1085.36s - 1091.66s] registration rate. Questions 92-94 refer to the following introduction.
[1093.10s - 1099.43s] Good evening. I'm Alex Telerra, the head ranger at Anders National Park. I'm sure many of you
[1099.43s - 1104.60s] have visited the park for hiking or fishing, but tonight we're happy to be hosting our first
[1104.66s - 1111.20s] annual astronomy lecture, giving you the opportunity to sit under the stars and learn about constellations.
[1112.04s - 1117.00s] When we first discussed this idea, we weren't sure the community would be interested in this
[1117.02s - 1124.52s] lecture. However, as I look out, I see the seating area is almost full. Now we're quite a distance
[1124.56s - 1129.94s] from the city lights, which will help us spot multiple constellations. Before we begin,
[1130.22s - 1135.80s] please switch off your mobile phones, as that type of light can also interfere with visibility.
[1137.04s - 1142.56s] Questions 95-97 refer to the following telephone message and floor plan.
[1143.94s - 1150.24s] Hi, Carol. It's Susan. I was just told I'll be leading the team that's developing our newest
[1150.38s - 1155.36s] microwave oven. I'm preparing a draft budget for the development of the new model
[1155.36s - 1160.96s] and have been looking over the expenses from previous projects. Since you worked on a similar
[1161.04s - 1166.28s] project two years ago, would you have time to come by my office? I have a couple of questions
[1166.28s - 1173.48s] that I'd like to ask you. If you can, stop by whenever you have time today. Oh, and don't forget,
[1173.50s - 1177.94s] I move to the office directly across from the kitchen. See you soon.
[1179.18s - 1184.50s] Questions 98-100 refer to the following excerpt from a meeting and menu.
[1185.82s - 1190.54s] I'm glad to see all of our cooks here for this early morning meeting. I have something to tell you
[1190.60s - 1196.52s] about this weekend's menu. One of our suppliers had a problem with his trucks, so we didn't receive
[1196.52s - 1202.64s] our delivery from them. This won't affect anything on our menu except for Saturday's dinner special.
[1202.70s - 1207.84s] What I'd like you all to do is think about another dish you can cook for Saturday evening.
[1207.86s - 1214.08s] There's still time to reprint the menu. Email me any ideas you have by 4 p.m. today.
[1215.38s - 1219.64s] Questions 71-73 refer to the following announcement.
[1220.98s - 1226.14s] Hi everyone, I'm Stephen Anderson, the head of maintenance here at Kelsen Pharmaceuticals.
[1226.72s - 1231.90s] Yesterday evening, a pipe in the lobby broke, causing some flooding and water damage to the floor.
[1232.74s - 1236.78s] Starting today, we'll have some workers here fixing the pipes and replacing the flooring.
[1237.52s - 1242.40s] They may need to turn off the water during the repairs, but only for a few minutes at a time.
[1243.20s - 1248.52s] We have bottled water on hand for anyone who needs it. The bottles will be available near the water
[1248.62s - 1255.10s] fountains. Question 74-76 refer to the following introduction.
[1256.56s - 1261.82s] Welcome to Green Speed Flight School. My name is Judy Overby and I'll be leading you on
[1261.82s - 1267.84s] today's tour for prospective students. To begin, thank you for considering enrolling in our program.
[1268.58s - 1271.70s] We're proud to be one of the oldest flight schools in the country.
[1272.48s - 1277.78s] Throughout our many years in business, our school has maintained a reputation of producing top
[1277.94s - 1283.22s] pilots. Now, let's go to the auditorium where you'll see a brief informational video.
[1283.98s - 1289.47s] The film includes interviews with some of our current instructors and students, so I'm sure you'll
[1289.47s - 1296.72s] find it helpful. Question 77-79 refer to the following excerpt from an interview.
[1298.04s - 1302.47s] Good morning, Ms. Row. Thank you for coming in for this interview to be an assistant chef at our
[1302.47s - 1307.83s] restaurant. In reviewing your resume, I noticed that you were a chef at the lamp light restaurant
[1307.83s - 1313.86s] for two years. That restaurant has always gotten great reviews. I'm interested in hearing about your
[1313.86s - 1319.64s] role in developing the menu there. I know their menu focused on using local organic ingredients,
[1319.76s - 1325.64s] which we'd like to do here. And after the interview, I'll show you around the kitchen and dining area.
[1327.06s - 1330.86s] Questions 80-82 refer to the following news report.
[1332.16s - 1338.60s] Today's top local news story is the annual holiday festival in the Pennington City center area
[1338.72s - 1345.56s] from 1 to 4 pm this afternoon. There will be arts and crafts vendors, food stalls,
[1345.66s - 1352.88s] musical performances, and many more fun activities. For detailed information about the schedule of events,
[1353.34s - 1361.76s] including musical performances, please visit the city's website at www.penningtoncity.org.
[1362.56s - 1368.51s] We expect a lot of visitors today, so car traffic in town will be congested. If you're
[1368.51s - 1371.76s] traveling to the city center, there are several bus lines.
[1372.86s - 1377.14s] Questions 83-85 refer to the following introduction.
[1378.52s - 1383.68s] Welcome everyone. In today's seminar, I'll be talking about how to use email marketing to build
[1383.68s - 1389.51s] customer relationships. We'll cover how an effective email strategy can make customers more
[1389.51s - 1394.76s] aware of your business. After the session is over, I recommend that you visit my website,
[1394.76s - 1400.17s] where you can download an electronic version of the book I just published on successful marketing
[1400.17s - 1406.20s] campaigns. So, since we have a small group today, I'd like to begin by having everyone introduce
[1406.30s - 1411.22s] themselves. Please tell us your name and what you're hoping to take away from today's session.
[1412.70s - 1417.10s] Questions 86-88 refer to the following telephone message.
[1418.50s - 1425.24s] Good afternoon. This message is for the owner of Fresh and Healthy Market. My name is Kerry Yamada,
[1425.24s - 1432.12s] and I visited your shop for the first time last week. I own an orchard. We grow mainly apples and
[1432.20s - 1439.98s] pears. We're located nearby on state route 25. Anyway, when I was at your shop, you didn't have
[1439.98s - 1446.64s] a large supply of apples, so I was wondering, do you carry local fruit? If you're interested,
[1446.74s - 1452.36s] I can drop off a few samples of different varieties for you to taste. I'm coming back into town
[1452.36s - 1457.18s] tomorrow. My number is 555-0132.
[1458.34s - 1463.10s] Questions 89-91 refer to the following excerpt from a workshop.
[1464.50s - 1470.22s] Good morning, and welcome to today's workshop for hotel staff. Today, I'm going to demonstrate
[1470.24s - 1475.64s] a new product we purchased here at the hotel for training employees. It's a video game,
[1475.64s - 1480.88s] and it was developed especially to practice the best ways for handling hotel guests,
[1481.04s - 1486.87s] requests, and complaints. You might wonder why we're using a video game for this instead of our
[1486.87s - 1492.48s] usual role-playing techniques. Well, studies have shown that one of the major benefits of using
[1492.50s - 1500.66s] these games is significant improvement in customer service. Questions 92-94 refer to the following
[1500.66s - 1507.00s] excerpt from a meeting. To start this department meeting, I wanted to discuss a change on the
[1507.00s - 1513.14s] information technology team. Innaise, who's been helping us for the past year, has been promoted.
[1513.94s - 1518.70s] She's taking on a leadership position within IT. I have a card to congratulate her,
[1518.70s - 1524.57s] and I'd like for all of us to sign it after the meeting. Well, certainly miss Innaise. She's
[1524.57s - 1530.28s] the specialist who developed most of the software we all use currently. The new specialist will be
[1530.78s - 1536.24s] Tony. He hasn't worked without a department before, but he does have 14 years of experience.
[1537.50s - 1542.30s] Questions 95-97 refer to the following announcement and sign.
[1543.64s - 1549.78s] Attention all customers. If you're looking for a quick meal solution, stop by our prepared food
[1549.78s - 1556.04s] section for an easy, nutritious take-out dinner. We're celebrating International Week at our
[1556.08s - 1562.28s] grocery store. Yesterday's Italian pasta was a big hit, and if you enjoy spicy food,
[1562.28s - 1567.48s] you'll definitely want to see what our chefs have prepared for you today. You can try a sample
[1567.48s - 1574.26s] at the counter in aisle 9. The dishes are available in single, double, and family-sized portions for
[1574.26s - 1580.16s] your convenience. When you pick up a meal, you'll also find some recipe cards included in the package.
[1580.52s - 1586.74s] Questions 98-100 refer to the following instructions and schedule.
[1588.10s - 1593.95s] Welcome to the annual Midwest Landscapes Showcase. This is an opportunity for the region's
[1593.95s - 1599.46s] landscaping professionals to network and explore the latest innovations in our industry.
[1600.12s - 1605.46s] If you haven't done so already, don't forget to take a conference packet from the registration
[1605.98s - 1611.46s] desk. It has all the information you're going to need. Now, there's one change to the schedule
[1611.46s - 1618.27s] of today's events. Our original 10 o'clock speaker had to cancel. Instead, home-dale systems will
[1618.27s - 1624.32s] be discussing irrigation technology at 10 o'clock. Before we get started with the first presentation,
[1624.34s - 1631.05s] I'd like to introduce Rajesh Patel from our conference organizing committee. He'll talk about how to
[1631.05s - 1638.74s] become a presenter for next year's conference. Question 71-73 refer to the following talk.
[1640.02s - 1645.46s] Welcome to Vandermark Farms. We're happy you can work for us this summer. Each of you will be
[1645.46s - 1651.31s] assigned to a team responsible for different tasks on our farm. Like last summer, you may be
[1651.31s - 1657.38s] assigned to be in the fields or to care for the animals. We do have a new task this year, a food
[1658.14s - 1663.20s] card. We'll need people to run it and sell our fresh products around town. Although these are
[1663.20s - 1669.50s] seasonal positions, we always have openings for year-round work. If you're interested, just email
[1669.50s - 1673.70s] Arnia and she'll give you a listing of all our available 12-month positions.
[1675.32s - 1680.54s] Question 74-76 refer to the following excerpt from a workshop.
[1681.88s - 1686.92s] Welcome to Maple Library. During tonight's community workshop, I'll show you how to use the
[1686.98s - 1692.16s] library's databases. Before we get started, you'll need your library card to log onto our network.
[1692.94s - 1698.74s] Now, on the computer in front of you, enter your card number to log in. Next, I'll show you how to
[1698.74s - 1704.78s] enter search terms. It's okay if you can't remember each step. Keep in mind, I'm at the information
